Detailed Statistics Departures  
Origin Airport: Atlanta, GA: Hartsfield-Jackson Atlanta International (ATL)
Airline: JetBlue Airways (B6)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2022

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes),Wheels-off time,Taxi-Out time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
"B6","02/01/2022","0920","N657JB","JFK","07:00","06:59","127","125","-1","07:15","16","0","0","0","0","0"
"B6","02/01/2022","1320","N316JB","JFK","21:49","21:34","129","122","-15","21:49","15","0","0","0","0","0"
"B6","02/02/2022","0396","N3008J","BOS","10:55","12:23","147","139","88","12:38","15","80","0","0","0","0"
"B6","02/02/2022","0467","N317JB","FLL","07:30","07:36","111","102","6","07:50","14","0","0","0","0","0"
"B6","02/02/2022","0520","N606JB","JFK","12:23","12:16","126","126","-7","12:36","20","0","0","0","0","0"
"B6","02/02/2022","0720","N828JB","JFK","16:49","16:43","131","151","-6","16:57","14","0","0","0","0","0"
"B6","02/02/2022","0920","N590JB","JFK","07:00","06:52","127","125","-8","07:04","12","0","0","0","0","0"
"B6","02/02/2022","1320","N267JB","JFK","21:49","01:31","129","128","222","01:48","17","7","0","0","0","214"
"B6","02/03/2022","0396","N3085J","BOS","10:55","11:01","147","138","6","11:17","16","0","0","0","0","0"
"B6","02/03/2022","0467","N339JB","FLL","07:30","07:30","111","114","0","07:52","22","0","0","0","0","0"
"B6","02/03/2022","0520","N606JB","JFK","12:23","12:14","126","124","-9","12:31","17","0","0","0","0","0"
"B6","02/03/2022","0720","N568JB","JFK","16:49","16:47","131","155","-2","17:05","18","0","0","22","0","0"
"B6","02/03/2022","0920","N563JB","JFK","07:00","06:54","127","132","-6","07:08","14","0","0","0","0","0"
"B6","02/03/2022","1320","N183JB","JFK","21:49","00:00","129","0","0","00:00","0","0","0","0","0","0"
"B6","02/03/2022","2606","N298JB","EWR","18:46","18:39","134","125","-7","18:52","13","0","0","0","0","0"
"B6","02/04/2022","0396","N3044J","BOS","10:55","00:00","147","0","0","00:00","0","0","0","0","0","0"
"B6","02/04/2022","0467","N183JB","FLL","07:30","07:27","111","116","-3","07:40","13","0","0","0","0","0"
"B6","02/04/2022","0520","N794JB","JFK","12:23","00:00","126","0","0","00:00","0","0","0","0","0","0"
"B6","02/04/2022","0720","N588JB","JFK","16:49","16:59","131","125","10","17:20","21","0","0","0","0","0"
"B6","02/04/2022","0920","N607JB","JFK","07:00","07:08","127","131","8","07:23","15","0","0","0","0","0"
"B6","02/04/2022","1320","N231JB","JFK","21:49","22:58","129","110","69","23:10","12","4","0","0","0","46"
"B6","02/04/2022","2606","N279JB","EWR","18:46","00:00","134","0","0","00:00","0","0","0","0","0","0"
"B6","02/05/2022","0396","N3008J","BOS","10:55","11:11","147","159","16","11:27","16","6","0","12","0","10"
"B6","02/05/2022","0467","N187JB","FLL","07:30","07:31","111","111","1","07:45","14","0","0","0","0","0"
"B6","02/05/2022","0520","N653JB","JFK","12:23","12:56","126","133","33","13:10","14","33","0","7","0","0"
"B6","02/05/2022","0720","N779JB","JFK","16:49","17:37","131","185","48","17:51","14","48","0","54","0","0"
"B6","02/05/2022","0920","N565JB","JFK","07:00","06:57","127","114","-3","07:14","17","0","0","0","0","0"
"B6","02/05/2022","1320","N306JB","JFK","21:49","22:48","129","127","59","23:01","13","0","0","4","0","53"
"B6","02/06/2022","0396","N3023J","BOS","10:55","11:06","147","141","11","11:19","13","0","0","0","0","0"
"B6","02/06/2022","0467","N304JB","FLL","07:30","07:27","111","161","-3","07:38","11","0","0","47","0","0"
"B6","02/06/2022","0520","N985JT","JFK","12:23","12:23","126","120","0","12:39","16","0","0","0","0","0"
"B6","02/06/2022","0720","N636JB","JFK","16:49","17:48","131","145","59","18:07","19","0","0","14","0","59"
"B6","02/06/2022","0920","N729JB","JFK","07:00","06:59","127","119","-1","07:11","12","0","0","0","0","0"
"B6","02/06/2022","1320","N354JB","JFK","21:49","00:00","129","0","0","00:00","0","0","0","0","0","0"
"B6","02/06/2022","2606","N834JB","EWR","18:50","18:43","134","167","-7","19:02","19","0","0","26","0","0"
"B6","02/07/2022","0396","N3008J","BOS","10:55","10:52","147","142","-3","11:05","13","0","0","0","0","0"
"B6","02/07/2022","0467","N304JB","FLL","07:30","08:04","111","103","34","08:19","15","0","26","0","0","0"
"B6","02/07/2022","0520","N216JB","JFK","12:23","12:14","126","116","-9","12:26","12","0","0","0","0","0"
"B6","02/07/2022","0720","N535JB","JFK","16:49","16:59","131","115","10","17:16","17","0","0","0","0","0"
"B6","02/07/2022","0920","N793JB","JFK","07:00","06:56","127","114","-4","07:09","13","0","0","0","0","0"
"B6","02/07/2022","1320","N318JB","JFK","21:49","00:09","129","119","140","00:24","15","26","0","0","0","104"
"B6","02/07/2022","2606","N645JB","EWR","18:50","18:41","134","157","-9","18:53","12","0","0","0","0","0"
"B6","02/08/2022","0396","N3023J","BOS","10:55","10:47","147","151","-8","11:02","15","0","0","0","0","0"
"B6","02/08/2022","0467","N355JB","FLL","07:30","07:29","111","108","-1","07:43","14","0","0","0","0","0"
"B6","02/08/2022","0520","N662JB","JFK","12:23","12:14","126","115","-9","12:30","16","0","0","0","0","0"
"B6","02/08/2022","0720","N768JB","JFK","16:49","16:46","131","135","-3","17:04","18","0","0","0","0","0"
"B6","02/08/2022","0920","N607JB","JFK","07:00","06:51","127","132","-9","07:04","13","0","0","0","0","0"
"B6","02/08/2022","1320","N266JB","JFK","21:49","21:40","129","119","-9","21:51","11","0","0","0","0","0"
"B6","02/09/2022","0396","N3044J","BOS","10:55","10:46","147","126","-9","10:59","13","0","0","0","0","0"
"B6","02/09/2022","0467","N358JB","FLL","07:30","07:27","111","123","-3","07:55","28","0","0","0","0","0"
"B6","02/09/2022","0520","N592JB","JFK","12:23","12:41","126","132","18","13:00","19","0","0","6","0","18"
"B6","02/09/2022","0720","N247JB","JFK","16:49","16:44","131","117","-5","16:55","11","0","0","0","0","0"
"B6","02/09/2022","0920","N569JB","JFK","07:00","06:50","127","124","-10","07:04","14","0","0","0","0","0"
"B6","02/09/2022","1320","N279JB","JFK","21:49","22:10","129","110","21","22:24","14","0","0","0","0","0"
"B6","02/10/2022","0396","N608JB","BOS","10:55","10:53","147","140","-2","11:04","11","0","0","0","0","0"
"B6","02/10/2022","0467","N346JB","FLL","07:30","07:33","111","118","3","07:53","20","0","0","0","0","0"
"B6","02/10/2022","0520","N644JB","JFK","12:23","12:14","126","111","-9","12:26","12","0","0","0","0","0"
"B6","02/10/2022","0720","N198JB","JFK","16:47","16:40","131","119","-7","16:53","13","0","0","0","0","0"
"B6","02/10/2022","0920","N643JB","JFK","07:00","06:53","127","131","-7","07:06","13","0","0","0","0","0"
"B6","02/10/2022","1320","N306JB","JFK","21:49","21:47","129","106","-2","21:57","10","0","0","0","0","0"
"B6","02/10/2022","2606","N630JB","EWR","18:50","18:35","134","117","-15","18:48","13","0","0","0","0","0"
"B6","02/11/2022","0396","N3023J","BOS","10:55","10:51","147","136","-4","11:03","12","0","0","0","0","0"
"B6","02/11/2022","0467","N265JB","FLL","07:30","07:26","111","112","-4","07:42","16","0","0","0","0","0"
"B6","02/11/2022","0520","N827JB","JFK","12:23","12:35","126","119","12","12:51","16","0","0","0","0","0"
"B6","02/11/2022","0720","N624JB","JFK","16:49","16:48","131","121","-1","17:04","16","0","0","0","0","0"
"B6","02/11/2022","0920","N603JB","JFK","07:23","07:15","127","125","-8","07:33","18","0","0","0","0","0"
"B6","02/11/2022","1320","N266JB","JFK","21:49","21:45","129","123","-4","22:00","15","0","0","0","0","0"
"B6","02/11/2022","2606","N594JB","EWR","18:50","18:40","134","130","-10","19:01","21","0","0","0","0","0"
"B6","02/12/2022","0396","N3058J","BOS","10:55","10:51","147","139","-4","11:05","14","0","0","0","0","0"
"B6","02/12/2022","0467","N279JB","FLL","07:30","07:26","111","104","-4","07:37","11","0","0","0","0","0"
"B6","02/12/2022","0520","N663JB","JFK","12:23","12:22","126","125","-1","12:36","14","0","0","0","0","0"
"B6","02/12/2022","0720","N746JB","JFK","16:49","17:09","131","114","20","17:20","11","0","0","0","0","0"
"B6","02/12/2022","0920","N570JB","JFK","07:00","06:58","127","136","-2","07:10","12","0","0","0","0","0"
"B6","02/12/2022","1320","N306JB","JFK","21:49","21:46","129","111","-3","21:57","11","0","0","0","0","0"
"B6","02/13/2022","0396","N3085J","BOS","10:55","11:11","147","126","16","11:28","17","0","0","0","0","0"
"B6","02/13/2022","0467","N784JB","FLL","07:30","09:53","111","134","143","10:16","23","143","0","23","0","0"
"B6","02/13/2022","0520","N638JB","JFK","12:23","13:48","126","110","85","14:01","13","5","0","0","0","64"
"B6","02/13/2022","0720","N775JB","JFK","16:49","21:19","131","117","270","21:35","16","140","0","0","0","116"
"B6","02/13/2022","0920","N663JB","JFK","07:00","06:52","127","143","-8","07:04","12","0","0","0","0","0"
"B6","02/13/2022","1320","N306JB","JFK","21:49","22:51","129","119","62","23:07","16","13","0","0","0","39"
"B6","02/13/2022","2606","N796JB","EWR","18:50","01:30","134","114","400","01:40","10","367","0","0","0","13"
"B6","02/14/2022","0396","N3065J","BOS","10:55","10:57","147","162","2","11:12","15","2","0","15","0","0"
"B6","02/14/2022","0467","N353JB","FLL","07:30","07:28","111","108","-2","07:40","12","0","0","0","0","0"
"B6","02/14/2022","0520","N586JB","JFK","12:08","12:22","126","129","14","12:40","18","11","0","3","0","3"
"B6","02/14/2022","0720","N585JB","JFK","16:49","17:04","131","124","15","17:22","18","0","0","0","0","0"
"B6","02/14/2022","0920","N565JB","JFK","07:00","00:00","127","0","0","00:00","0","0","0","0","0","0"
"B6","02/14/2022","1320","N228JB","JFK","21:49","21:41","129","113","-8","21:51","10","0","0","0","0","0"
"B6","02/14/2022","2606","N615JB","EWR","18:50","18:42","134","137","-8","19:16","34","0","0","0","0","0"
"B6","02/15/2022","0396","N3044J","BOS","10:55","10:49","147","138","-6","11:03","14","0","0","0","0","0"
"B6","02/15/2022","0467","N346JB","FLL","07:30","07:29","111","106","-1","07:43","14","0","0","0","0","0"
"B6","02/15/2022","0520","N661JB","JFK","12:23","12:19","126","128","-4","12:34","15","0","0","0","0","0"
"B6","02/15/2022","0720","N659JB","JFK","16:49","16:41","131","129","-8","16:55","14","0","0","0","0","0"
"B6","02/15/2022","0920","N809JB","JFK","07:00","07:47","127","128","47","08:03","16","47","0","1","0","0"
"B6","02/15/2022","1320","N337JB","JFK","21:49","21:41","129","125","-8","21:54","13","0","0","0","0","0"
"B6","02/16/2022","0396","N3085J","BOS","10:55","10:57","147","152","2","11:14","17","0","0","0","0","0"
"B6","02/16/2022","0467","N236JB","FLL","07:30","07:25","111","102","-5","07:41","16","0","0","0","0","0"
"B6","02/16/2022","0696","N216JB","BOS","17:38","17:31","151","135","-7","17:43","12","0","0","0","0","0"
"B6","02/16/2022","0720","N294JB","JFK","16:49","16:42","131","122","-7","16:55","13","0","0","0","0","0"
"B6","02/16/2022","0920","N552JB","JFK","07:00","06:51","127","135","-9","07:14","23","0","0","0","0","0"
"B6","02/16/2022","1320","N306JB","JFK","21:49","21:46","129","123","-3","21:57","11","0","0","0","0","0"
"B6","02/17/2022","0296","N552JB","BOS","05:30","05:39","148","140","9","05:55","16","0","0","0","0","0"
"B6","02/17/2022","0467","N375JB","FLL","07:00","07:01","112","101","1","07:14","13","0","0","0","0","0"
"B6","02/17/2022","0520","N983JT","JFK","08:59","08:51","128","126","-8","09:12","21","0","0","0","0","0"
"B6","02/17/2022","0696","N339JB","BOS","17:27","17:25","151","153","-2","17:38","13","0","0","0","0","0"
"B6","02/17/2022","1320","N216JB","JFK","19:05","22:16","132","142","191","22:36","20","0","0","80","0","121"
"B6","02/17/2022","2506","N296JB","EWR","13:45","14:11","126","139","26","14:44","33","0","0","39","0","0"
"B6","02/18/2022","0296","N3062J","BOS","06:30","06:23","146","144","-7","06:38","15","0","0","0","0","0"
"B6","02/18/2022","0467","N373JB","FLL","07:00","06:57","112","101","-3","07:10","13","0","0","0","0","0"
"B6","02/18/2022","0520","N643JB","JFK","08:59","08:57","128","112","-2","09:13","16","0","0","0","0","0"
"B6","02/18/2022","0696","N267JB","BOS","17:27","17:52","151","126","25","18:07","15","0","0","0","0","0"
"B6","02/18/2022","1320","N238JB","JFK","19:05","19:06","132","119","1","19:21","15","0","0","0","0","0"
"B6","02/18/2022","2506","N354JB","EWR","13:45","14:36","126","138","51","15:12","36","12","0","12","0","39"
"B6","02/19/2022","0296","N3085J","BOS","06:30","06:32","146","134","2","06:45","13","0","0","0","0","0"
"B6","02/19/2022","0467","N375JB","FLL","06:25","06:23","112","111","-2","06:38","15","0","0","0","0","0"
"B6","02/19/2022","0520","N807JB","JFK","08:59","08:57","128","119","-2","09:13","16","0","0","0","0","0"
"B6","02/19/2022","0696","N3008J","BOS","20:32","20:18","145","158","-14","20:31","13","0","0","0","0","0"
"B6","02/19/2022","1320","N353JB","JFK","19:05","19:23","132","143","18","19:43","20","13","0","11","0","5"
"B6","02/19/2022","2506","N368JB","EWR","13:45","13:35","126","137","-10","13:45","10","0","0","0","0","0"
"B6","02/20/2022","0296","N3044J","BOS","06:30","06:26","146","142","-4","06:39","13","0","0","0","0","0"
"B6","02/20/2022","0396","N3062J","BOS","10:55","12:08","147","147","73","12:28","20","62","0","0","0","11"
"B6","02/20/2022","0467","N334JB","FLL","07:00","07:00","112","94","0","07:11","11","0","0","0","0","0"
"B6","02/20/2022","0520","N709JB","JFK","08:59","09:24","128","119","25","09:36","12","12","0","0","0","4"
"B6","02/20/2022","0696","N648JB","BOS","19:23","22:13","147","139","170","22:24","11","5","0","0","0","157"
"B6","02/20/2022","1320","N318JB","JFK","19:05","19:27","132","129","22","19:41","14","19","0","0","0","0"
"B6","02/20/2022","2506","N368JB","EWR","13:45","13:41","126","131","-4","13:59","18","0","0","0","0","0"
"B6","02/21/2022","0296","N3023J","BOS","06:30","06:27","146","144","-3","06:42","15","0","0","0","0","0"
"B6","02/21/2022","0396","N3044J","BOS","10:55","10:48","147","144","-7","11:06","18","0","0","0","0","0"
"B6","02/21/2022","0467","N283JB","FLL","07:00","06:58","112","98","-2","07:11","13","0","0","0","0","0"
"B6","02/21/2022","0520","N562JB","JFK","08:52","09:26","128","126","34","09:41","15","26","0","0","0","6"
"B6","02/21/2022","0696","N239JB","BOS","17:27","17:44","151","147","17","18:06","22","0","0","0","0","0"
"B6","02/21/2022","1320","N298JB","JFK","19:05","20:32","132","119","87","20:46","14","61","0","0","0","13"
"B6","02/21/2022","2506","N317JB","EWR","13:45","13:42","126","124","-3","13:58","16","0","0","0","0","0"
"B6","02/22/2022","0296","N3008J","BOS","06:30","06:36","146","141","6","06:55","19","0","0","0","0","0"
"B6","02/22/2022","0467","N309JB","FLL","07:00","07:08","112","103","8","07:25","17","0","0","0","0","0"
"B6","02/22/2022","0520","N643JB","JFK","09:22","09:20","128","134","-2","09:39","19","0","0","0","0","0"
"B6","02/22/2022","0696","N316JB","BOS","17:15","17:05","151","165","-10","17:20","15","0","0","0","0","0"
"B6","02/22/2022","1320","N298JB","JFK","19:05","20:43","132","144","98","21:08","25","0","0","101","0","9"
"B6","02/22/2022","2506","N296JB","EWR","13:45","14:45","126","180","60","15:01","16","0","0","69","0","45"
"B6","02/23/2022","0296","N3065J","BOS","06:30","06:29","146","153","-1","06:47","18","0","0","0","0","0"
"B6","02/23/2022","0467","N281JB","FLL","07:00","07:09","112","103","9","07:22","13","0","0","0","0","0"
"B6","02/23/2022","0520","N590JB","JFK","08:59","09:10","128","127","11","09:26","16","0","0","0","0","0"
"B6","02/23/2022","0696","N3077J","BOS","15:58","16:02","155","143","4","16:18","16","0","0","0","0","0"
"B6","02/23/2022","1320","N216JB","JFK","19:05","19:12","132","124","7","19:25","13","0","0","0","0","0"
"B6","02/23/2022","2506","N267JB","EWR","13:45","13:53","126","122","8","14:06","13","0","0","0","0","0"
"B6","02/24/2022","0296","N3044J","BOS","06:30","06:21","146","128","-9","06:34","13","0","0","0","0","0"
"B6","02/24/2022","0396","N794JB","BOS","10:55","10:55","147","133","0","11:12","17","0","0","0","0","0"
"B6","02/24/2022","0467","N328JB","FLL","07:00","07:00","112","123","0","07:13","13","0","0","0","0","0"
"B6","02/24/2022","0520","N789JB","JFK","08:59","08:54","128","116","-5","09:06","12","0","0","0","0","0"
"B6","02/24/2022","0696","N339JB","BOS","17:27","17:48","151","159","21","18:07","19","16","0","8","0","5"
"B6","02/24/2022","1320","N239JB","JFK","19:05","19:36","132","127","31","19:50","14","21","0","0","0","5"
"B6","02/24/2022","2506","N283JB","EWR","13:45","14:27","126","122","42","14:47","20","10","0","0","0","28"
"B6","02/25/2022","0296","N3077J","BOS","06:30","00:00","146","0","0","00:00","0","0","0","0","0","0"
"B6","02/25/2022","0396","N3077J","BOS","10:55","11:18","147","142","23","11:33","15","18","0","0","0","0"
"B6","02/25/2022","0467","N238JB","FLL","07:00","06:54","112","101","-6","07:07","13","0","0","0","0","0"
"B6","02/25/2022","0520","N589JB","JFK","08:59","09:30","128","118","31","09:45","15","2","0","0","0","19"
"B6","02/25/2022","0696","N236JB","BOS","17:27","20:46","151","156","199","21:10","24","179","0","5","0","20"
"B6","02/25/2022","1320","N355JB","JFK","19:05","19:25","132","122","20","19:42","17","0","0","0","0","0"
"B6","02/25/2022","2506","N358JB","EWR","13:45","14:02","126","141","17","14:16","14","15","0","15","0","2"
"B6","02/26/2022","0296","N3044J","BOS","06:30","06:35","146","138","5","06:49","14","0","0","0","0","0"
"B6","02/26/2022","0467","N337JB","FLL","06:25","06:22","112","104","-3","06:36","14","0","0","0","0","0"
"B6","02/26/2022","0520","N608JB","JFK","08:59","09:02","128","115","3","09:16","14","0","0","0","0","0"
"B6","02/26/2022","0696","N3062J","BOS","20:32","23:01","145","131","149","23:18","17","22","0","0","0","113"
"B6","02/26/2022","1320","N323JB","JFK","19:05","00:00","132","0","0","00:00","0","0","0","0","0","0"
"B6","02/26/2022","2506","N309JB","EWR","13:45","15:52","126","123","127","16:07","15","21","0","0","0","103"
"B6","02/27/2022","0296","N3023J","BOS","06:30","06:28","146","135","-2","06:43","15","0","0","0","0","0"
"B6","02/27/2022","0396","N3062J","BOS","10:55","11:01","147","137","6","11:17","16","0","0","0","0","0"
"B6","02/27/2022","0467","N328JB","FLL","07:00","00:00","112","0","0","00:00","0","0","0","0","0","0"
"B6","02/27/2022","0520","N531JL","JFK","08:59","09:10","128","110","11","09:23","13","0","0","0","0","0"
"B6","02/27/2022","0696","N3058J","BOS","19:23","20:19","147","160","56","20:31","12","25","0","13","0","31"
"B6","02/27/2022","1320","N324JB","JFK","19:05","21:12","132","123","127","21:31","19","16","0","0","0","102"
"B6","02/27/2022","2506","N247JB","EWR","13:45","14:16","126","127","31","14:28","12","31","0","1","0","0"
"B6","02/28/2022","0296","N3044J","BOS","06:30","06:31","146","142","1","06:43","12","0","0","0","0","0"
"B6","02/28/2022","0396","N3062J","BOS","10:55","10:44","147","141","-11","10:59","15","0","0","0","0","0"
"B6","02/28/2022","0467","N304JB","FLL","07:00","09:02","112","108","122","09:17","15","118","0","0","0","0"
"B6","02/28/2022","0520","N653JB","JFK","08:59","09:38","128","128","39","09:54","16","0","0","0","0","39"
"B6","02/28/2022","0696","N307JB","BOS","17:27","17:19","151","151","-8","17:37","18","0","0","0","0","0"
"B6","02/28/2022","1320","N353JB","JFK","19:05","19:01","132","120","-4","19:12","11","0","0","0","0","0"
"B6","02/28/2022","2506","N265JB","EWR","13:45","14:17","126","118","32","14:28","11","10","0","0","0","14"
"B6","03/01/2022","0296","N3065J","BOS","06:30","06:39","146","145","9","06:53","14","0","0","0","0","0"
"B6","03/01/2022","0467","N318JB","FLL","07:00","07:10","112","122","10","07:35","25","10","0","10","0","0"
"B6","03/01/2022","0520","N510JB","JFK","08:59","08:58","128","123","-1","09:10","12","0","0","0","0","0"
"B6","03/01/2022","0696","N3044J","BOS","17:53","17:47","150","160","-6","18:02","15","0","0","0","0","0"
"B6","03/01/2022","1320","N294JB","JFK","19:05","18:58","132","125","-7","19:13","15","0","0","0","0","0"
"B6","03/01/2022","2506","N265JB","EWR","13:45","14:37","126","133","52","14:52","15","22","0","7","0","30"
"B6","03/02/2022","0520","N804JB","JFK","08:59","08:54","128","124","-5","09:09","15","0","0","0","0","0"
"B6","03/02/2022","0696","N3023J","BOS","17:53","17:53","150","165","0","18:12","19","0","0","15","0","0"
"B6","03/02/2022","1320","N328JB","JFK","19:05","18:59","132","136","-6","19:16","17","0","0","0","0","0"
"B6","03/02/2022","2506","N358JB","EWR","13:45","14:42","126","126","57","14:55","13","57","0","0","0","0"
"B6","03/03/2022","0396","N3062J","BOS","10:55","10:54","147","139","-1","11:06","12","0","0","0","0","0"
"B6","03/03/2022","0467","N229JB","FLL","07:00","06:52","112","99","-8","07:05","13","0","0","0","0","0"
"B6","03/03/2022","0520","N766JB","JFK","08:59","08:50","128","126","-9","09:06","16","0","0","0","0","0"
"B6","03/03/2022","0696","N3023J","BOS","17:53","17:46","150","155","-7","18:10","24","0","0","0","0","0"
"B6","03/03/2022","1320","N198JB","JFK","19:05","18:58","132","135","-7","19:16","18","0","0","0","0","0"
"B6","03/03/2022","2506","N337JB","EWR","13:45","13:44","126","140","-1","14:14","30","0","0","0","0","0"
"B6","03/04/2022","0396","N3023J","BOS","10:55","10:45","147","153","-10","10:57","12","0","0","0","0","0"
"B6","03/04/2022","0467","N228JB","FLL","07:00","07:07","112","96","7","07:19","12","0","0","0","0","0"
"B6","03/04/2022","0520","N636JB","JFK","08:59","08:55","128","121","-4","09:08","13","0","0","0","0","0"
"B6","03/04/2022","0696","N3058J","BOS","17:53","18:00","150","160","7","18:13","13","7","0","10","0","0"
"B6","03/04/2022","1320","N358JB","JFK","19:05","19:11","132","138","6","19:29","18","0","0","0","0","0"
"B6","03/04/2022","2506","N318JB","EWR","13:45","13:42","126","128","-3","13:57","15","0","0","0","0","0"
"B6","03/05/2022","0467","N193JB","FLL","06:25","06:15","112","103","-10","06:29","14","0","0","0","0","0"
"B6","03/05/2022","0520","N653JB","JFK","08:59","08:58","128","119","-1","09:15","17","0","0","0","0","0"
"B6","03/05/2022","0696","N3085J","BOS","10:55","10:53","147","149","-2","11:07","14","0","0","0","0","0"
"B6","03/05/2022","1320","N328JB","JFK","19:05","21:28","132","121","143","21:41","13","53","0","0","0","79"
"B6","03/05/2022","2506","N337JB","EWR","13:45","13:37","126","121","-8","13:50","13","0","0","0","0","0"
"B6","03/06/2022","0396","N3085J","BOS","10:56","10:47","148","144","-9","11:00","13","0","0","0","0","0"
"B6","03/06/2022","0467","N193JB","FLL","06:25","06:33","114","111","8","06:54","21","0","0","0","0","0"
"B6","03/06/2022","0520","N983JT","JFK","08:52","08:47","130","126","-5","08:59","12","0","0","0","0","0"
"B6","03/06/2022","0696","N3044J","BOS","17:53","18:00","151","159","7","18:18","18","7","0","8","0","0"
"B6","03/06/2022","1320","N292JB","JFK","19:02","19:15","134","136","13","19:26","11","13","0","2","0","0"
"B6","03/06/2022","2506","N337JB","EWR","13:45","13:40","128","156","-5","14:23","43","0","0","23","0","0"
"B6","03/07/2022","0396","N3008J","BOS","10:56","10:47","148","137","-9","11:02","15","0","0","0","0","0"
"B6","03/07/2022","0467","N318JB","FLL","06:25","06:23","114","102","-2","06:38","15","0","0","0","0","0"
"B6","03/07/2022","0520","N547JB","JFK","08:52","08:44","130","122","-8","08:57","13","0","0","0","0","0"
"B6","03/07/2022","0696","N3085J","BOS","17:53","17:50","151","150","-3","18:07","17","0","0","0","0","0"
"B6","03/07/2022","1320","N294JB","JFK","19:02","19:01","134","128","-1","19:13","12","0","0","0","0","0"
"B6","03/07/2022","2506","N258JB","EWR","13:45","13:40","128","123","-5","13:52","12","0","0","0","0","0"
"B6","03/08/2022","0520","N834JB","JFK","08:52","08:41","130","112","-11","08:53","12","0","0","0","0","0"
"B6","03/08/2022","0696","N3062J","BOS","17:53","17:52","151","134","-1","18:06","14","0","0","0","0","0"
"B6","03/08/2022","1320","N198JB","JFK","19:02","19:13","134","122","11","19:29","16","0","0","0","0","0"
"B6","03/08/2022","2506","N523JB","EWR","13:45","16:41","128","127","176","17:01","20","0","0","0","0","175"
"B6","03/09/2022","0520","N789JB","JFK","08:52","08:57","130","118","5","09:15","18","0","0","0","0","0"
"B6","03/09/2022","0696","N3023J","BOS","17:53","17:50","151","136","-3","18:05","15","0","0","0","0","0"
"B6","03/09/2022","1320","N281JB","JFK","19:02","19:38","134","124","36","19:54","16","2","0","0","0","24"
"B6","03/09/2022","2506","N258JB","EWR","13:45","14:26","128","138","41","14:55","29","0","0","51","0","0"
"B6","03/10/2022","0396","N3085J","BOS","10:56","11:35","148","131","39","11:49","14","4","0","0","0","18"
"B6","03/10/2022","0467","N178JB","FLL","06:25","06:20","114","121","-5","06:48","28","0","0","0","0","0"
"B6","03/10/2022","0520","N653JB","JFK","08:52","08:48","130","108","-4","09:01","13","0","0","0","0","0"
"B6","03/10/2022","0696","N3023J","BOS","17:53","17:46","151","137","-7","18:02","16","0","0","0","0","0"
"B6","03/10/2022","1320","N206JB","JFK","19:02","20:01","134","133","59","20:18","17","12","0","0","0","46"
"B6","03/10/2022","2506","N197JB","EWR","13:45","14:51","128","114","66","15:05","14","8","0","0","0","44"
"B6","03/11/2022","0396","N3023J","BOS","10:56","11:24","148","129","28","11:42","18","0","0","0","0","0"
"B6","03/11/2022","0467","N266JB","FLL","06:25","06:21","114","101","-4","06:35","14","0","0","0","0","0"
"B6","03/11/2022","0520","N588JB","JFK","08:52","08:49","130","114","-3","09:05","16","0","0","0","0","0"
"B6","03/11/2022","0696","N3085J","BOS","17:53","18:03","151","144","10","18:15","12","0","0","0","0","0"
"B6","03/11/2022","1320","N294JB","JFK","19:02","19:49","134","128","47","20:00","11","18","0","0","0","23"
"B6","03/11/2022","2506","N197JB","EWR","13:45","14:16","128","118","31","14:31","15","21","0","0","0","0"
"B6","03/12/2022","0467","N249JB","FLL","06:25","06:30","114","120","5","06:43","13","0","0","0","0","0"
"B6","03/12/2022","0520","N640JB","JFK","08:52","08:58","130","170","6","09:25","27","6","0","40","0","0"
"B6","03/12/2022","0696","N3023J","BOS","10:56","11:03","148","136","7","11:19","16","0","0","0","0","0"
"B6","03/12/2022","1320","N281JB","JFK","19:02","19:11","134","133","9","19:26","15","0","0","0","0","0"
"B6","03/12/2022","2506","N265JB","EWR","13:45","15:25","128","122","100","15:36","11","20","0","0","0","74"
"B6","03/13/2022","0396","N3008J","BOS","10:56","10:51","148","148","-5","11:03","12","0","0","0","0","0"
"B6","03/13/2022","0467","N375JB","FLL","06:25","06:25","114","104","0","06:38","13","0","0","0","0","0"
"B6","03/13/2022","0520","N599JB","JFK","08:52","08:59","130","122","7","09:13","14","0","0","0","0","0"
"B6","03/13/2022","0696","N3008J","BOS","18:07","18:19","151","156","12","18:32","13","12","0","5","0","0"
"B6","03/13/2022","1320","N298JB","JFK","19:02","00:00","134","0","0","00:00","0","0","0","0","0","0"
"B6","03/13/2022","2506","N192JB","EWR","13:45","00:00","128","0","0","00:00","0","0","0","0","0","0"
"B6","03/14/2022","0396","N3023J","BOS","10:56","10:48","148","140","-8","11:02","14","0","0","0","0","0"
