Detailed Statistics Departures  
Origin Airport: Atlanta, GA: Hartsfield-Jackson Atlanta International (ATL)
Airline: JetBlue Airways (B6)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2022

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes),Wheels-off time,Taxi-Out time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
"B6","03/14/2022","0467","N283JB","FLL","06:25","00:00","114","0","0","00:00","0","0","0","0","0","0"
"B6","03/14/2022","0520","N775JB","JFK","08:52","08:59","130","120","7","09:13","14","0","0","0","0","0"
"B6","03/14/2022","0696","N520JB","BOS","17:53","17:59","151","141","6","18:12","13","0","0","0","0","0"
"B6","03/14/2022","1320","N238JB","JFK","19:02","00:28","134","110","326","00:41","13","302","0","0","0","0"
"B6","03/14/2022","2506","N283JB","EWR","13:45","19:05","128","123","320","19:18","13","315","0","0","0","0"
"B6","03/15/2022","0520","N709JB","JFK","08:52","08:49","130","129","-3","09:04","15","0","0","0","0","0"
"B6","03/15/2022","0696","N3058J","BOS","17:53","18:17","151","145","24","18:34","17","9","0","0","0","9"
"B6","03/15/2022","1320","N284JB","JFK","19:02","19:04","134","118","2","19:19","15","0","0","0","0","0"
"B6","03/15/2022","2506","N337JB","EWR","13:45","13:36","128","132","-9","13:54","18","0","0","0","0","0"
"B6","03/16/2022","0520","N587JB","JFK","08:52","08:47","130","117","-5","09:01","14","0","0","0","0","0"
"B6","03/16/2022","0696","N3044J","BOS","17:53","22:20","151","133","267","22:33","13","41","0","0","0","208"
"B6","03/16/2022","1320","N354JB","JFK","19:02","21:34","134","127","152","21:48","14","145","0","0","0","0"
"B6","03/16/2022","2506","N216JB","EWR","13:45","13:36","128","127","-9","13:47","11","0","0","0","0","0"
"B6","03/17/2022","0396","N3044J","BOS","10:56","13:19","148","152","143","13:49","30","52","0","4","0","91"
"B6","03/17/2022","0467","N283JB","FLL","06:25","00:00","114","0","0","00:00","0","0","0","0","0","0"
"B6","03/17/2022","0520","N651JB","JFK","08:52","08:43","130","122","-9","09:01","18","0","0","0","0","0"
"B6","03/17/2022","0696","N3085J","BOS","17:53","17:55","151","144","2","18:08","13","0","0","0","0","0"
"B6","03/17/2022","1320","N334JB","JFK","19:02","18:59","134","133","-3","19:15","16","0","0","0","0","0"
"B6","03/17/2022","2506","N329JB","EWR","13:45","13:53","128","130","8","14:13","20","0","0","0","0","0"
"B6","03/18/2022","0396","N3044J","BOS","10:56","12:04","148","196","68","12:43","39","0","68","48","0","0"
"B6","03/18/2022","0467","N306JB","FLL","06:25","06:23","114","102","-2","06:37","14","0","0","0","0","0"
"B6","03/18/2022","0520","N558JB","JFK","08:52","10:04","130","137","72","10:31","27","72","0","7","0","0"
"B6","03/18/2022","0696","N3008J","BOS","17:53","18:04","151","150","11","18:21","17","0","0","0","0","0"
"B6","03/18/2022","1320","N373JB","JFK","19:02","19:24","134","126","22","19:42","18","0","0","0","0","0"
"B6","03/18/2022","2506","N339JB","EWR","13:45","13:52","128","128","7","14:05","13","0","0","0","0","0"
"B6","03/19/2022","0467","N281JB","FLL","06:25","06:33","114","103","8","06:45","12","0","0","0","0","0"
"B6","03/19/2022","0520","N632JB","JFK","08:51","13:24","128","136","273","13:35","11","273","0","8","0","0"
"B6","03/19/2022","0696","N3044J","BOS","10:56","11:12","148","132","16","11:29","17","0","0","0","0","0"
"B6","03/19/2022","1320","N368JB","JFK","19:02","23:32","134","114","270","23:45","13","17","0","0","0","233"
"B6","03/19/2022","2506","N307JB","EWR","13:45","13:42","128","115","-3","13:56","14","0","0","0","0","0"
"B6","03/20/2022","0396","N3044J","BOS","10:56","10:54","148","142","-2","11:09","15","0","0","0","0","0"
"B6","03/20/2022","0467","N358JB","FLL","06:25","06:37","114","102","12","06:52","15","0","0","0","0","0"
"B6","03/20/2022","0520","N663JB","JFK","08:52","08:44","130","117","-8","08:59","15","0","0","0","0","0"
"B6","03/20/2022","0696","N3062J","BOS","17:53","17:48","151","160","-5","18:03","15","0","0","0","0","0"
"B6","03/20/2022","1320","N239JB","JFK","19:02","19:08","134","142","6","19:24","16","0","0","0","0","0"
"B6","03/20/2022","2506","N249JB","EWR","13:45","13:39","128","169","-6","13:55","16","0","0","35","0","0"
"B6","03/21/2022","0396","N3085J","BOS","10:56","10:48","148","149","-8","11:02","14","0","0","0","0","0"
"B6","03/21/2022","0467","N337JB","FLL","06:25","06:35","114","105","10","06:48","13","0","0","0","0","0"
"B6","03/21/2022","0520","N606JB","JFK","08:52","08:53","130","125","1","09:06","13","0","0","0","0","0"
"B6","03/21/2022","0696","N3077J","BOS","17:53","17:58","151","146","5","18:12","14","0","0","0","0","0"
"B6","03/21/2022","1320","N375JB","JFK","19:02","19:10","134","122","8","19:20","10","0","0","0","0","0"
"B6","03/21/2022","2506","N187JB","EWR","13:45","13:45","128","143","0","14:01","16","0","0","15","0","0"
"B6","03/22/2022","0520","N646JB","JFK","08:52","08:44","130","113","-8","08:53","9","0","0","0","0","0"
"B6","03/22/2022","0696","N3058J","BOS","17:53","17:47","151","146","-6","18:02","15","0","0","0","0","0"
"B6","03/22/2022","1320","N239JB","JFK","19:02","18:58","134","122","-4","19:12","14","0","0","0","0","0"
"B6","03/22/2022","2506","N304JB","EWR","13:45","13:40","128","124","-5","13:57","17","0","0","0","0","0"
"B6","03/23/2022","0520","N655JB","JFK","08:52","09:04","130","113","12","09:19","15","0","0","0","0","0"
"B6","03/23/2022","0696","N3008J","BOS","17:53","17:52","151","138","-1","18:08","16","0","0","0","0","0"
"B6","03/23/2022","1320","N183JB","JFK","19:02","19:45","134","114","43","19:57","12","23","0","0","0","0"
"B6","03/23/2022","2506","N304JB","EWR","13:45","13:34","128","119","-11","13:50","16","0","0","0","0","0"
"B6","03/24/2022","0396","N3023J","BOS","10:56","11:06","148","124","10","11:21","15","0","0","0","0","0"
"B6","03/24/2022","0467","N267JB","FLL","06:25","06:23","114","113","-2","06:38","15","0","0","0","0","0"
"B6","03/24/2022","0520","N705JB","JFK","08:52","08:51","130","110","-1","09:03","12","0","0","0","0","0"
"B6","03/24/2022","0696","N3008J","BOS","17:53","18:18","151","145","25","18:34","16","0","0","18","0","1"
"B6","03/24/2022","1320","N238JB","JFK","19:02","20:41","134","119","99","20:55","14","42","0","0","0","42"
"B6","03/24/2022","2506","N236JB","EWR","13:45","14:21","128","120","36","14:37","16","0","0","10","0","18"
"B6","03/25/2022","0396","N3008J","BOS","10:56","10:53","148","136","-3","11:04","11","0","0","0","0","0"
"B6","03/25/2022","0467","N354JB","FLL","06:25","06:21","114","109","-4","06:33","12","0","0","0","0","0"
"B6","03/25/2022","0520","N618JB","JFK","08:52","08:49","130","118","-3","09:01","12","0","0","0","0","0"
"B6","03/25/2022","0696","N3077J","BOS","17:53","17:49","151","147","-4","18:07","18","0","0","0","0","0"
"B6","03/25/2022","1320","N197JB","JFK","19:02","18:57","134","132","-5","19:14","17","0","0","0","0","0"
"B6","03/25/2022","2506","N337JB","EWR","13:45","13:49","128","121","4","14:02","13","0","0","0","0","0"
"B6","03/26/2022","0467","N274JB","FLL","06:25","06:20","114","105","-5","06:33","13","0","0","0","0","0"
"B6","03/26/2022","0520","N559JB","JFK","08:51","09:58","128","125","67","10:21","23","2","0","0","0","62"
"B6","03/26/2022","0696","N3065J","BOS","10:56","10:55","148","166","-1","11:35","40","0","0","17","0","0"
"B6","03/26/2022","1320","N368JB","JFK","19:02","18:55","134","137","-7","19:10","15","0","0","0","0","0"
"B6","03/26/2022","2506","N273JB","EWR","13:45","14:25","128","155","40","14:40","15","0","0","67","0","0"
"B6","03/27/2022","0220","N516JB","JFK","21:20","22:43","144","131","83","23:03","20","40","0","0","0","30"
"B6","03/27/2022","0467","N375JB","FLL","06:00","05:54","113","105","-6","06:06","12","0","0","0","0","0"
"B6","03/27/2022","0520","N509JB","JFK","09:00","09:00","135","127","0","09:18","18","0","0","0","0","0"
"B6","03/27/2022","0696","N519JB","BOS","18:07","20:20","164","154","133","20:38","18","9","0","0","0","114"
"B6","03/27/2022","1320","N236JB","JFK","18:50","21:54","145","126","184","22:09","15","32","0","0","0","133"
"B6","03/28/2022","0220","N586JB","JFK","21:20","21:24","144","131","4","21:44","20","0","0","0","0","0"
"B6","03/28/2022","0396","N3085J","BOS","10:45","10:58","158","145","13","11:11","13","0","0","0","0","0"
"B6","03/28/2022","0467","N179JB","FLL","05:35","05:29","114","102","-6","05:41","12","0","0","0","0","0"
"B6","03/28/2022","0520","N556JB","JFK","08:45","08:40","135","126","-5","08:58","18","0","0","0","0","0"
"B6","03/28/2022","0696","N3085J","BOS","18:07","18:10","164","145","3","18:25","15","0","0","0","0","0"
"B6","03/28/2022","1320","N239JB","JFK","18:50","00:00","145","0","0","00:00","0","0","0","0","0","0"
"B6","03/29/2022","0220","N569JB","JFK","21:20","21:05","144","137","-15","21:18","13","0","0","0","0","0"
"B6","03/29/2022","0396","N3058J","BOS","10:45","12:08","158","154","83","12:26","18","79","0","0","0","0"
"B6","03/29/2022","0520","N636JB","JFK","09:00","09:03","135","121","3","09:15","12","0","0","0","0","0"
"B6","03/29/2022","0696","N3058J","BOS","18:07","18:49","164","148","42","19:00","11","4","0","0","0","22"
"B6","03/29/2022","1320","N238JB","JFK","18:50","18:42","145","133","-8","18:54","12","0","0","0","0","0"
"B6","03/30/2022","0220","N592JB","JFK","21:20","21:25","144","133","5","21:44","19","0","0","0","0","0"
"B6","03/30/2022","0396","N3044J","BOS","10:45","10:35","158","144","-10","10:49","14","0","0","0","0","0"
"B6","03/30/2022","0520","N784JB","JFK","09:00","08:51","135","134","-9","09:07","16","0","0","0","0","0"
"B6","03/30/2022","0696","N3044J","BOS","18:07","18:09","164","163","2","18:37","28","0","0","0","0","0"
"B6","03/30/2022","1320","N373JB","JFK","18:50","20:02","145","134","72","20:14","12","39","0","0","0","22"
"B6","03/31/2022","0220","N568JB","JFK","21:20","00:00","144","0","0","00:00","0","0","0","0","0","0"
"B6","03/31/2022","0396","N976JT","BOS","10:45","10:40","158","148","-5","11:05","25","0","0","0","0","0"
"B6","03/31/2022","0467","N368JB","FLL","06:00","05:58","113","112","-2","06:13","15","0","0","0","0","0"
"B6","03/31/2022","0520","N570JB","JFK","09:00","09:08","135","121","8","09:21","13","0","0","0","0","0"
"B6","03/31/2022","0696","N3065J","BOS","18:07","18:35","164","140","28","18:50","15","0","0","0","0","0"
"B6","03/31/2022","1320","N238JB","JFK","18:50","20:38","145","131","108","20:52","14","0","0","75","0","19"
"B6","04/01/2022","0396","N579JB","BOS","10:45","11:19","158","124","34","11:30","11","0","0","0","0","0"
"B6","04/01/2022","0467","N187JB","FLL","05:35","05:47","112","100","12","05:59","12","0","0","0","0","0"
"B6","04/01/2022","0520","N569JB","JFK","09:00","10:13","135","117","73","10:36","23","18","0","0","0","37"
"B6","04/01/2022","0696","N579JB","BOS","18:07","18:07","164","134","0","18:18","11","0","0","0","0","0"
"B6","04/01/2022","1320","N258JB","JFK","18:50","00:00","145","0","0","00:00","0","0","0","0","0","0"
"B6","04/02/2022","0396","N521JB","BOS","10:59","11:32","158","141","33","11:50","18","15","0","0","0","1"
"B6","04/02/2022","0467","N274JB","FLL","05:35","00:00","112","0","0","00:00","0","0","0","0","0","0"
"B6","04/02/2022","0520","N806JB","JFK","09:00","10:28","135","126","88","10:44","16","79","0","0","0","0"
"B6","04/02/2022","0696","N296JB","BOS","17:42","00:00","166","0","0","00:00","0","0","0","0","0","0"
"B6","04/02/2022","1320","N355JB","JFK","18:50","21:24","145","124","154","21:37","13","25","0","0","0","108"
"B6","04/02/2022","2606","N537JT","EWR","06:55","00:00","129","0","0","00:00","0","0","0","0","0","0"
"B6","04/03/2022","0396","N3023J","BOS","10:45","12:23","158","132","98","12:36","13","25","0","0","0","47"
"B6","04/03/2022","0467","N324JB","FLL","06:00","06:23","113","119","23","06:50","27","23","0","6","0","0"
"B6","04/03/2022","0520","N580JB","JFK","09:00","09:00","135","163","0","09:15","15","0","0","28","0","0"
"B6","04/03/2022","0696","N3023J","BOS","18:07","19:19","164","138","72","19:23","4","12","0","0","0","34"
"B6","04/03/2022","1320","N328JB","JFK","18:50","22:33","145","121","223","22:44","11","11","0","0","0","188"
"B6","04/03/2022","2606","N556JB","EWR","07:30","12:36","129","148","306","12:59","23","306","0","19","0","0"
"B6","04/04/2022","0396","N3023J","BOS","10:45","10:45","158","145","0","11:00","15","0","0","0","0","0"
"B6","04/04/2022","0467","N296JB","FLL","06:00","06:27","113","101","27","06:43","16","0","0","0","15","0"
"B6","04/04/2022","0520","N537JT","JFK","08:45","00:00","135","0","0","00:00","0","0","0","0","0","0"
"B6","04/04/2022","0696","N506JB","BOS","18:07","13:31","164","137","1164","13:47","16","823","0","0","0","314"
"B6","04/04/2022","1320","N229JB","JFK","18:50","20:38","145","119","108","20:50","12","33","0","0","0","49"
"B6","04/04/2022","2606","N556JB","EWR","07:30","09:01","129","123","91","09:20","19","85","0","0","0","0"
"B6","04/05/2022","0396","N3077J","BOS","10:45","11:00","158","151","15","11:28","28","0","0","0","0","0"
"B6","04/05/2022","0467","N368JB","FLL","05:30","06:32","114","94","62","06:45","13","42","0","0","0","0"
"B6","04/05/2022","0520","N564JB","JFK","09:00","09:24","135","121","24","09:40","16","0","0","0","0","0"
"B6","04/05/2022","0696","N3008J","BOS","18:07","18:10","164","160","3","18:31","21","0","0","0","0","0"
"B6","04/05/2022","1320","N358JB","JFK","18:50","21:16","145","119","146","21:29","13","16","0","0","0","104"
"B6","04/05/2022","2606","N537JT","EWR","07:30","10:02","129","141","152","10:34","32","152","0","12","0","0"
"B6","04/06/2022","0396","N3008J","BOS","10:45","10:44","158","142","-1","11:04","20","0","0","0","0","0"
"B6","04/06/2022","0467","N247JB","FLL","06:00","05:58","111","110","-2","06:19","21","0","0","0","0","0"
"B6","04/06/2022","0520","N570JB","JFK","09:00","09:01","135","127","1","09:23","22","0","0","0","0","0"
"B6","04/06/2022","0696","N3008J","BOS","18:07","18:27","164","152","20","18:43","16","0","0","0","0","0"
"B6","04/06/2022","1320","N316JB","JFK","18:50","20:15","143","123","85","20:35","20","16","0","0","0","49"
"B6","04/06/2022","2606","N183JB","EWR","07:30","07:30","129","127","0","07:46","16","0","0","0","0","0"
"B6","04/07/2022","0396","N579JB","BOS","10:45","10:36","158","142","-9","10:55","19","0","0","0","0","0"
"B6","04/07/2022","0467","N258JB","FLL","06:00","06:04","111","108","4","06:19","15","0","0","0","0","0"
"B6","04/07/2022","0520","N834JB","JFK","09:00","08:57","135","124","-3","09:17","20","0","0","0","0","0"
"B6","04/07/2022","0696","N579JB","BOS","18:07","17:56","164","150","-11","18:16","20","0","0","0","0","0"
"B6","04/07/2022","1320","N206JB","JFK","18:50","00:00","143","0","0","00:00","0","0","0","0","0","0"
"B6","04/07/2022","2606","N358JB","EWR","07:30","07:26","129","122","-4","07:40","14","0","0","0","0","0"
"B6","04/08/2022","0396","N579JB","BOS","10:45","12:50","158","129","125","13:04","14","6","0","0","0","90"
"B6","04/08/2022","0467","N337JB","FLL","06:00","05:58","111","111","-2","06:12","14","0","0","0","0","0"
"B6","04/08/2022","0520","N641JB","JFK","09:00","09:12","135","112","12","09:29","17","0","0","0","0","0"
"B6","04/08/2022","0696","N579JB","BOS","18:07","19:26","164","139","79","19:39","13","0","0","0","0","54"
"B6","04/08/2022","1320","N294JB","JFK","18:50","19:09","143","125","19","19:27","18","0","0","0","0","0"
"B6","04/08/2022","2606","N307JB","EWR","07:30","08:57","129","121","87","09:15","18","79","0","0","0","0"
"B6","04/09/2022","0396","N3062J","BOS","10:45","11:29","158","145","44","11:49","20","31","0","0","0","0"
"B6","04/09/2022","0467","N178JB","FLL","06:00","08:29","111","119","149","08:47","18","149","0","8","0","0"
"B6","04/09/2022","0520","N507JT","JFK","09:00","00:00","135","0","0","00:00","0","0","0","0","0","0"
"B6","04/09/2022","0696","N216JB","BOS","17:57","22:02","164","162","245","22:15","13","19","0","0","0","224"
"B6","04/09/2022","1320","N307JB","JFK","18:50","00:00","143","0","0","00:00","0","0","0","0","0","0"
"B6","04/09/2022","2606","N178JB","EWR","07:30","00:00","129","0","0","00:00","0","0","0","0","0","0"
"B6","04/10/2022","0396","N3044J","BOS","10:45","13:17","158","145","152","13:29","12","133","0","0","0","6"
"B6","04/10/2022","0467","N337JB","FLL","06:00","08:09","111","131","129","08:29","20","129","0","20","0","0"
"B6","04/10/2022","0520","N655JB","JFK","09:00","10:01","135","130","61","10:22","21","56","0","0","0","0"
"B6","04/10/2022","0696","N520JB","BOS","18:07","18:52","164","160","45","19:20","28","24","0","0","0","17"
"B6","04/10/2022","1320","N307JB","JFK","18:50","19:58","143","130","68","20:13","15","55","0","0","0","0"
"B6","04/10/2022","2606","N228JB","EWR","07:30","11:35","129","133","245","11:51","16","245","0","4","0","0"
"B6","04/11/2022","0396","N503JB","BOS","10:45","12:41","158","160","116","12:56","15","1","0","2","0","115"
"B6","04/11/2022","0467","N339JB","FLL","06:00","05:58","111","102","-2","06:13","15","0","0","0","0","0"
"B6","04/11/2022","0520","N705JB","JFK","08:45","08:48","135","130","3","09:06","18","0","0","0","0","0"
"B6","04/11/2022","0696","N3023J","BOS","18:07","18:30","164","151","23","18:42","12","0","0","0","0","0"
"B6","04/11/2022","1320","N355JB","JFK","18:50","19:40","143","121","50","19:51","11","15","0","0","0","13"
"B6","04/11/2022","2606","N193JB","EWR","07:30","07:33","129","136","3","07:49","16","0","0","0","0","0"
"B6","04/12/2022","0396","N579JB","BOS","10:45","10:44","158","139","-1","10:57","13","0","0","0","0","0"
"B6","04/12/2022","0520","N569JB","JFK","09:00","08:55","135","122","-5","09:09","14","0","0","0","0","0"
"B6","04/12/2022","0696","N579JB","BOS","18:07","18:04","164","158","-3","18:31","27","0","0","0","0","0"
"B6","04/12/2022","1320","N192JB","JFK","18:50","19:01","143","136","11","19:19","18","0","0","0","0","0"
"B6","04/12/2022","2606","N228JB","EWR","07:30","07:28","129","132","-2","07:43","15","0","0","0","0","0"
"B6","04/13/2022","0396","N3044J","BOS","10:45","11:35","158","139","50","11:47","12","3","0","0","0","28"
"B6","04/13/2022","0520","N779JB","JFK","09:00","08:57","135","130","-3","09:13","16","0","0","0","0","0"
"B6","04/13/2022","0696","N3044J","BOS","18:07","18:36","164","146","29","18:51","15","0","0","0","0","0"
"B6","04/13/2022","1320","N236JB","JFK","18:50","19:38","143","127","48","19:54","16","16","0","0","0","16"
"B6","04/13/2022","2606","N328JB","EWR","07:30","07:23","129","133","-7","07:40","17","0","0","0","0","0"
"B6","04/14/2022","0396","N3008J","BOS","10:45","10:41","158","138","-4","11:01","20","0","0","0","0","0"
"B6","04/14/2022","0467","N206JB","FLL","06:00","06:00","111","98","0","06:11","11","0","0","0","0","0"
"B6","04/14/2022","0496","N351JB","BOS","16:05","16:25","163","151","20","16:53","28","0","0","0","0","0"
"B6","04/14/2022","0520","N580JB","JFK","09:00","08:55","135","125","-5","09:10","15","0","0","0","0","0"
"B6","04/14/2022","0696","N3008J","BOS","18:07","18:31","164","149","24","18:48","17","0","0","0","0","0"
"B6","04/14/2022","1320","N309JB","JFK","18:50","00:00","143","0","0","00:00","0","0","0","0","0","0"
"B6","04/14/2022","2606","N292JB","EWR","07:30","07:29","129","128","-1","07:48","19","0","0","0","0","0"
"B6","04/15/2022","0396","N3062J","BOS","10:45","10:54","158","133","9","11:05","11","0","0","0","0","0"
"B6","04/15/2022","0467","N375JB","FLL","06:00","06:01","111","101","1","06:16","15","0","0","0","0","0"
"B6","04/15/2022","0520","N775JB","JFK","09:00","11:07","135","131","127","11:24","17","123","0","0","0","0"
"B6","04/15/2022","0696","N3062J","BOS","18:07","18:06","164","158","-1","18:20","14","0","0","0","0","0"
"B6","04/15/2022","1320","N615JB","JFK","19:06","23:05","143","124","239","23:21","16","220","0","0","0","0"
"B6","04/15/2022","2606","N339JB","EWR","07:30","07:29","129","125","-1","07:43","14","0","0","0","0","0"
"B6","04/16/2022","0396","N987JT","BOS","10:45","10:57","158","158","12","11:17","20","0","0","0","0","0"
"B6","04/16/2022","0467","N239JB","FLL","06:00","00:00","111","0","0","00:00","0","0","0","0","0","0"
"B6","04/16/2022","0520","N566JB","JFK","09:00","12:22","135","139","202","12:44","22","202","0","4","0","0"
"B6","04/16/2022","0696","N358JB","BOS","17:45","17:57","163","140","12","18:10","13","0","0","0","0","0"
"B6","04/16/2022","1320","N317JB","JFK","18:50","19:09","143","133","19","19:29","20","0","0","0","0","0"
"B6","04/16/2022","2606","N178JB","EWR","07:30","07:30","129","128","0","07:48","18","0","0","0","0","0"
"B6","04/17/2022","0396","N3058J","BOS","10:45","10:42","158","146","-3","10:58","16","0","0","0","0","0"
"B6","04/17/2022","0467","N307JB","FLL","06:00","06:00","111","95","0","06:14","14","0","0","0","0","0"
"B6","04/17/2022","0520","N643JB","JFK","09:00","09:04","135","196","4","10:24","80","4","0","61","0","0"
"B6","04/17/2022","0696","N3058J","BOS","18:07","18:06","164","138","-1","18:20","14","0","0","0","0","0"
"B6","04/17/2022","1320","N373JB","JFK","18:50","18:53","143","122","3","19:05","12","0","0","0","0","0"
"B6","04/17/2022","2606","N274JB","EWR","07:30","07:18","129","123","-12","07:39","21","0","0","0","0","0"
"B6","04/18/2022","0396","N988JT","BOS","10:45","12:20","158","133","95","12:33","13","6","0","0","0","64"
"B6","04/18/2022","0467","N239JB","FLL","06:00","06:02","111","109","2","06:13","11","0","0","0","0","0"
"B6","04/18/2022","0520","N566JB","JFK","08:45","09:09","135","120","24","09:22","13","0","0","0","0","0"
"B6","04/18/2022","0696","N516JB","BOS","18:07","18:17","164","151","10","18:42","25","0","0","0","0","0"
"B6","04/18/2022","1320","N183JB","JFK","18:50","19:44","143","121","54","19:56","12","9","0","0","0","23"
"B6","04/18/2022","2606","N193JB","EWR","07:30","07:29","129","123","-1","07:48","19","0","0","0","0","0"
"B6","04/19/2022","0520","N789JB","JFK","09:00","09:00","135","131","0","09:20","20","0","0","0","0","0"
"B6","04/19/2022","0696","N516JB","BOS","18:23","19:24","164","149","61","19:41","17","20","0","0","0","26"
"B6","04/19/2022","1320","N203JB","JFK","18:50","20:15","143","138","85","20:30","15","14","0","0","0","66"
"B6","04/19/2022","2606","N328JB","EWR","07:30","08:36","129","124","66","08:54","18","61","0","0","0","0"
"B6","04/20/2022","0520","N662JB","JFK","09:00","09:00","135","130","0","09:17","17","0","0","0","0","0"
"B6","04/20/2022","0696","N284JB","BOS","18:07","18:00","164","145","-7","18:15","15","0","0","0","0","0"
"B6","04/20/2022","1320","N203JB","JFK","18:50","19:08","143","129","18","19:19","11","0","0","0","0","0"
"B6","04/21/2022","0467","N351JB","FLL","06:00","06:03","111","108","3","06:19","16","0","0","0","0","0"
"B6","04/21/2022","0520","N589JB","JFK","09:00","08:53","135","133","-7","09:09","16","0","0","0","0","0"
"B6","04/21/2022","0696","N3023J","BOS","18:07","18:12","164","149","5","18:25","13","0","0","0","0","0"
"B6","04/21/2022","1320","N184JB","JFK","18:50","18:54","143","119","4","19:07","13","0","0","0","0","0"
"B6","04/22/2022","0467","N351JB","FLL","06:00","05:59","111","108","-1","06:12","13","0","0","0","0","0"
"B6","04/22/2022","0520","N608JB","JFK","09:00","08:53","135","139","-7","09:07","14","0","0","0","0","0"
"B6","04/22/2022","0696","N3044J","BOS","18:07","18:22","164","149","15","18:36","14","0","0","0","0","0"
"B6","04/22/2022","1320","N337JB","JFK","18:50","19:28","143","135","38","19:44","16","30","0","0","0","0"
"B6","04/23/2022","0467","N190JB","FLL","06:00","05:56","111","99","-4","06:07","11","0","0","0","0","0"
"B6","04/23/2022","0520","N534JB","JFK","09:00","09:03","135","132","3","09:20","17","0","0","0","0","0"
"B6","04/23/2022","0696","N216JB","BOS","17:42","00:00","165","0","0","00:00","0","0","0","0","0","0"
"B6","04/23/2022","1320","N358JB","JFK","18:50","18:55","143","126","5","19:09","14","0","0","0","0","0"
"B6","04/24/2022","0467","N265JB","FLL","06:00","00:00","111","0","0","00:00","0","0","0","0","0","0"
"B6","04/24/2022","0520","N586JB","JFK","09:00","08:59","135","134","-1","09:16","17","0","0","0","0","0"
"B6","04/24/2022","0696","N3085J","BOS","18:07","18:23","164","148","16","18:37","14","0","0","0","0","0"
"B6","04/24/2022","1320","N294JB","JFK","18:50","19:23","143","135","33","19:34","11","25","0","0","0","0"
"B6","04/25/2022","0467","N324JB","FLL","06:00","06:15","111","106","15","06:29","14","0","0","0","0","0"
"B6","04/25/2022","0520","N779JB","JFK","08:45","08:59","135","130","14","09:17","18","0","0","0","0","0"
"B6","04/25/2022","0696","N3058J","BOS","18:07","18:01","164","146","-6","18:13","12","0","0","0","0","0"
"B6","04/25/2022","1320","N294JB","JFK","18:50","19:13","143","123","23","19:24","11","0","0","0","0","0"
"B6","04/26/2022","0520","N586JB","JFK","09:00","09:19","135","120","19","09:32","13","0","0","0","0","0"
"B6","04/26/2022","0696","N3085J","BOS","18:31","18:40","164","145","9","18:52","12","0","0","0","0","0"
"B6","04/26/2022","1320","N229JB","JFK","18:50","19:01","143","140","11","19:12","11","0","0","0","0","0"
"B6","04/27/2022","0520","N571JB","JFK","09:00","09:07","135","124","7","09:21","14","0","0","0","0","0"
"B6","04/27/2022","0696","N354JB","BOS","18:07","17:57","164","146","-10","18:09","12","0","0","0","0","0"
"B6","04/27/2022","1320","N190JB","JFK","18:50","18:52","143","126","2","19:06","14","0","0","0","0","0"
"B6","04/28/2022","0467","N324JB","FLL","06:00","06:01","111","99","1","06:14","13","0","0","0","0","0"
"B6","04/28/2022","0520","N633JB","JFK","09:00","08:59","135","124","-1","09:14","15","0","0","0","0","0"
"B6","04/28/2022","0696","N317JB","BOS","18:07","18:13","164","150","6","18:29","16","0","0","0","0","0"
"B6","04/28/2022","1320","N249JB","JFK","18:50","18:52","143","127","2","19:04","12","0","0","0","0","0"
"B6","04/29/2022","0467","N348JB","FLL","06:00","06:00","111","107","0","06:19","19","0","0","0","0","0"
"B6","04/29/2022","0520","N659JB","JFK","09:00","09:13","135","129","13","09:32","19","0","0","0","0","0"
"B6","04/29/2022","0696","N3008J","BOS","18:07","17:57","164","149","-10","18:11","14","0","0","0","0","0"
"B6","04/29/2022","1320","N373JB","JFK","18:50","18:57","143","136","7","19:11","14","0","0","0","0","0"
"B6","04/30/2022","0220","N556JB","JFK","21:20","22:16","144","133","56","22:27","11","0","0","0","0","45"
"B6","04/30/2022","0467","N273JB","FLL","06:00","05:57","111","106","-3","06:11","14","0","0","0","0","0"
"B6","04/30/2022","0520","N594JB","JFK","09:00","08:59","135","126","-1","09:14","15","0","0","0","0","0"
"B6","04/30/2022","0696","N3023J","BOS","18:26","18:31","164","142","5","18:45","14","0","0","0","0","0"
"B6","04/30/2022","1320","N239JB","JFK","18:50","18:43","143","129","-7","18:57","14","0","0","0","0","0"
"B6","05/01/2022","0220","N648JB","JFK","21:20","21:18","144","136","-2","21:44","26","0","0","0","0","0"
"B6","05/01/2022","0467","N334JB","FLL","06:00","05:56","111","101","-4","06:13","17","0","0","0","0","0"
"B6","05/01/2022","0520","N656JB","JFK","09:00","09:11","135","128","11","09:29","18","0","0","0","0","0"
"B6","05/01/2022","0696","N3058J","BOS","18:07","18:37","164","152","30","18:50","13","18","0","0","0","0"
